═══════════════════════════════════════════════
  MAZE BLUEPRINT - Architect's Plan
═══════════════════════════════════════════════
Generated: 03/03/2026 20:37:49
Total Walls: 0
Total Torches: 640

═══════════════════════════════════════════════
  WALL POSITIONS
═══════════════════════════════════════════════

═══════════════════════════════════════════════
  TORCH POSITIONS
═══════════════════════════════════════════════
[001] Pos: (42.35, 2.40, 147.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[449] Pos: (153.00, 2.40, 90.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[450] Pos: (18.35, 2.40, 141.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[451] Pos: (12.35, 2.40, 159.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[452] Pos: (9.00, 2.40, 83.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[453] Pos: (179.65, 2.40, 123.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[454] Pos: (69.00, 2.40, 126.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[455] Pos: (27.00, 2.40, 11.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[456] Pos: (17.65, 2.40, 117.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[457] Pos: (48.35, 2.40, 21.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[458] Pos: (84.35, 2.40, 93.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[459] Pos: (17.65, 2.40, 9.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[460] Pos: (107.65, 2.40, 159.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[461] Pos: (41.65, 2.40, 99.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[462] Pos: (101.65, 2.40, 45.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[463] Pos: (45.00, 2.40, 71.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[464] Pos: (39.00, 2.40, 149.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[465] Pos: (63.00, 2.40, 59.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[466] Pos: (87.00, 2.40, 11.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[467] Pos: (65.65, 2.40, 75.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[468] Pos: (171.00, 2.40, 5.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[469] Pos: (18.35, 2.40, 93.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[470] Pos: (48.35, 2.40, 171.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[471] Pos: (5.65, 2.40, 69.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[472] Pos: (180.35, 2.40, 15.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[473] Pos: (113.65, 2.40, 177.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[474] Pos: (156.35, 2.40, 105.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[475] Pos: (105.00, 2.40, 18.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[476] Pos: (153.00, 2.40, 101.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[477] Pos: (156.35, 2.40, 153.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[478] Pos: (63.00, 2.40, 167.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[479] Pos: (75.00, 2.40, 120.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[480] Pos: (99.00, 2.40, 149.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[481] Pos: (111.00, 2.40, 119.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[482] Pos: (167.65, 2.40, 99.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[483] Pos: (131.65, 2.40, 63.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[484] Pos: (71.65, 2.40, 93.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[485] Pos: (123.00, 2.40, 155.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[486] Pos: (99.00, 2.40, 179.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[487] Pos: (159.00, 2.40, 59.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[488] Pos: (5.65, 2.40, 171.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[489] Pos: (60.35, 2.40, 183.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[490] Pos: (17.65, 2.40, 129.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[491] Pos: (138.35, 2.40, 69.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[492] Pos: (135.00, 2.40, 42.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[493] Pos: (120.35, 2.40, 63.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[494] Pos: (108.35, 2.40, 69.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[495] Pos: (39.00, 2.40, 54.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[496] Pos: (33.00, 2.40, 47.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[497] Pos: (129.00, 2.40, 167.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[498] Pos: (111.00, 2.40, 95.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[499] Pos: (95.65, 2.40, 123.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[500] Pos: (15.00, 2.40, 179.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[501] Pos: (108.35, 2.40, 153.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[502] Pos: (47.65, 2.40, 87.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[503] Pos: (101.65, 2.40, 123.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[504] Pos: (183.00, 2.40, 5.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[505] Pos: (173.65, 2.40, 75.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[506] Pos: (63.00, 2.40, 102.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[507] Pos: (75.00, 2.40, 65.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[508] Pos: (23.65, 2.40, 3.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[509] Pos: (123.00, 2.40, 47.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[510] Pos: (69.00, 2.40, 125.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[511] Pos: (51.00, 2.40, 186.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[512] Pos: (105.00, 2.40, 149.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[513] Pos: (30.35, 2.40, 33.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[514] Pos: (167.65, 2.40, 27.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[515] Pos: (63.00, 2.40, -0.35) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[516] Pos: (87.00, 2.40, 168.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[517] Pos: (153.00, 2.40, 60.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[518] Pos: (53.65, 2.40, 39.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[519] Pos: (36.35, 2.40, 171.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[520] Pos: (165.00, 2.40, 90.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[521] Pos: (15.00, 2.40, 107.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[522] Pos: (45.00, 2.40, 17.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[523] Pos: (15.00, 2.40, -0.35) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[524] Pos: (54.35, 2.40, 75.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[525] Pos: (99.00, 2.40, 17.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[526] Pos: (45.00, 2.40, 173.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[527] Pos: (-0.35, 2.40, 123.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[528] Pos: (87.00, 2.40, 11.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[529] Pos: (119.65, 2.40, 9.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[530] Pos: (51.00, 2.40, 120.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[531] Pos: (126.35, 2.40, 117.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[532] Pos: (171.00, 2.40, 96.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[533] Pos: (63.00, 2.40, 5.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[534] Pos: (177.00, 2.40, 167.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[535] Pos: (149.65, 2.40, 123.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[536] Pos: (48.35, 2.40, 69.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[537] Pos: (101.65, 2.40, 63.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[538] Pos: (77.65, 2.40, 165.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[539] Pos: (23.65, 2.40, 69.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[540] Pos: (18.35, 2.40, 105.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[541] Pos: (87.00, 2.40, 5.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[542] Pos: (75.00, 2.40, 71.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[543] Pos: (33.00, 2.40, 119.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[544] Pos: (167.65, 2.40, 123.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[545] Pos: (167.65, 2.40, 75.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[546] Pos: (105.00, 2.40, 59.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[547] Pos: (123.00, 2.40, 84.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[548] Pos: (114.35, 2.40, 87.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[549] Pos: (107.65, 2.40, 93.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[550] Pos: (18.35, 2.40, 117.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[551] Pos: (33.00, 2.40, 113.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[552] Pos: (113.65, 2.40, 45.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[553] Pos: (183.00, 2.40, 137.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[554] Pos: (111.00, 2.40, 83.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[555] Pos: (11.65, 2.40, 159.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[556] Pos: (171.00, 2.40, 36.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[557] Pos: (162.35, 2.40, 135.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[558] Pos: (93.00, 2.40, 36.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[559] Pos: (119.65, 2.40, 69.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[560] Pos: (45.00, 2.40, 5.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[561] Pos: (141.00, 2.40, 47.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[562] Pos: (60.35, 2.40, 33.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[563] Pos: (161.65, 2.40, 3.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[564] Pos: (93.00, 2.40, 95.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[565] Pos: (126.35, 2.40, 27.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[566] Pos: (129.00, 2.40, 132.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[567] Pos: (39.00, 2.40, 120.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[568] Pos: (27.00, 2.40, 29.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[569] Pos: (17.65, 2.40, 141.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[570] Pos: (59.65, 2.40, 177.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[571] Pos: (17.65, 2.40, 21.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[572] Pos: (165.00, 2.40, 11.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[573] Pos: (93.00, 2.40, 173.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[574] Pos: (159.00, 2.40, 102.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[575] Pos: (135.00, 2.40, 42.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[576] Pos: (47.65, 2.40, 87.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[577] Pos: (41.65, 2.40, 129.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[578] Pos: (125.65, 2.40, 15.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[579] Pos: (35.65, 2.40, 45.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[580] Pos: (96.35, 2.40, 93.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[581] Pos: (155.65, 2.40, 75.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[582] Pos: (168.35, 2.40, 21.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[583] Pos: (39.00, 2.40, 35.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[584] Pos: (119.65, 2.40, 57.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[585] Pos: (11.65, 2.40, 159.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[586] Pos: (18.35, 2.40, 159.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[587] Pos: (167.65, 2.40, 171.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[588] Pos: (51.00, 2.40, 35.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[589] Pos: (6.35, 2.40, 171.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[590] Pos: (123.00, 2.40, 23.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[591] Pos: (123.00, 2.40, 72.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[592] Pos: (93.00, 2.40, 113.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[593] Pos: (47.65, 2.40, 117.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[594] Pos: (129.00, 2.40, 179.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[595] Pos: (171.00, 2.40, 65.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[596] Pos: (69.00, 2.40, -0.35) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[597] Pos: (87.00, 2.40, 41.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[598] Pos: (126.35, 2.40, 57.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[599] Pos: (132.35, 2.40, 159.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[600] Pos: (5.65, 2.40, 93.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[601] Pos: (29.65, 2.40, 129.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[602] Pos: (83.65, 2.40, 117.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[603] Pos: (113.65, 2.40, 159.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[604] Pos: (41.65, 2.40, 165.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[605] Pos: (93.00, 2.40, 173.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[606] Pos: (143.65, 2.40, 93.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[607] Pos: (77.65, 2.40, 147.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[608] Pos: (71.65, 2.40, 117.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[609] Pos: (21.00, 2.40, 24.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[610] Pos: (129.00, 2.40, 120.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[611] Pos: (29.65, 2.40, 69.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[612] Pos: (153.00, 2.40, 102.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[613] Pos: (93.00, 2.40, 107.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[614] Pos: (149.65, 2.40, 63.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[615] Pos: (45.00, 2.40, 107.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[616] Pos: (117.00, 2.40, 119.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[617] Pos: (149.65, 2.40, 183.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[618] Pos: (141.00, 2.40, 66.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[619] Pos: (72.35, 2.40, 153.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[620] Pos: (21.00, 2.40, 126.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[621] Pos: (135.00, 2.40, 78.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[622] Pos: (105.00, 2.40, 24.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[623] Pos: (57.00, 2.40, 101.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[624] Pos: (123.00, 2.40, -0.35) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[625] Pos: (81.00, 2.40, -0.35) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[626] Pos: (93.00, 2.40, 53.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[627] Pos: (177.00, 2.40, 168.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[628] Pos: (63.00, 2.40, 167.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[629] Pos: (144.35, 2.40, 111.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[630] Pos: (173.65, 2.40, 69.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[631] Pos: (48.35, 2.40, 171.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[632] Pos: (113.65, 2.40, 15.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[633] Pos: (71.65, 2.40, 135.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[634] Pos: (144.35, 2.40, 105.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[635] Pos: (159.00, 2.40, 41.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[636] Pos: (135.00, 2.40, 11.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[637] Pos: (35.65, 2.40, 75.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[638] Pos: (183.00, 2.40, 48.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[639] Pos: (114.35, 2.40, 93.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[640] Pos: (77.65, 2.40, 153.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
